Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Comment[Animal Source]	Characteristics[Genotype]	Term Source REF	Term Accession Number	Characteristics[Sex]	Term Source REF	Term Accession Number	Characteristics[Age at Launch]	Unit	Term Source REF	Term Accession Number	Characteristics[Diet]	Comment[Feeding Schedule]	Characteristics[Material Type]	Term Source REF	Term Accession Number	Protocol REF	Factor Value[Spaceflight]	Term Source REF	Term Accession Number	Factor Value[Duration]	Unit	Term Source REF	Term Accession Number	Factor Value[Euthanasia Location]	Term Source REF	Term Accession Number	Parameter Value[Light Cycle]	Protocol REF	Comment[LAR Animal Receipt Date at Scrippts]	Comment[Euthanasia Dates]	Comment[Dissection Dates]	Parameter Value[Euthanasia Method]	Term Source REF	Term Accession Number	Parameter Value[Carcass Preservation Method]	Unit	Term Source REF	Term Accession Number	Factor Value[Dissection Condition]	Term Source REF	Term Accession Number	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number
FL-LAR-13	RR8_LVR_FLT_LAR_YNG_FL13	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	16-Jan-19	16-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
FL-LAR-14	RR8_LVR_FLT_LAR_YNG_FL14	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	16-Jan-19	16-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
FL-LAR-15	RR8_LVR_FLT_LAR_OLD_FL15	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	16-Jan-19	16-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
FL-LAR-16	RR8_LVR_FLT_LAR_OLD_FL16	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	16-Jan-19	16-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
FL-LAR-17	RR8_LVR_FLT_LAR_YNG_FL17	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	16-Jan-19	16-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
FL-LAR-18	RR8_LVR_FLT_LAR_YNG_FL18	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	16-Jan-19	16-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-01	RR8_LVR_GC_ISS-T_YNG_GI1	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-02	RR8_LVR_GC_ISS-T_YNG_GI2	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-03	RR8_LVR_GC_ISS-T_YNG_GI3	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-04	RR8_LVR_GC_ISS-T_YNG_GI4	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-05	RR8_LVR_GC_ISS-T_YNG_GI5	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-06	RR8_LVR_GC_ISS-T_YNG_GI6	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-07	RR8_LVR_GC_ISS-T_YNG_GI7	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-08	RR8_LVR_GC_ISS-T_YNG_GI8	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-09	RR8_LVR_GC_ISS-T_YNG_GI9	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-10	RR8_LVR_GC_ISS-T_YNG_GI10	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-11	RR8_LVR_GC_ISS-T_OLD_GI11	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-12	RR8_LVR_GC_ISS-T_OLD_GI12	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-13	RR8_LVR_GC_ISS-T_OLD_GI13	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-14	RR8_LVR_GC_ISS-T_OLD_GI14	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-15	RR8_LVR_GC_ISS-T_OLD_GI15	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-16	RR8_LVR_GC_ISS-T_OLD_GI16	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-17	RR8_LVR_GC_ISS-T_OLD_GI17	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-18	RR8_LVR_GC_ISS-T_OLD_GI18	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
